emp_no,salary,from_date,to_date
10699,40000,1985-11-17,1986-11-17
10700,41400,1998-04-14,1999-04-14
10701,74949,1986-10-27,1987-10-27
10702,46581,1991-01-14,1992-01-14
10703,56724,1996-05-12,1997-05-12
10704,40000,1995-02-17,1996-02-17
10705,83673,1990-07-18,1991-07-18
10706,56139,1994-05-03,1995-05-03
10707,49504,1990-12-24,1991-12-24
10708,43514,1999-11-09,2000-11-08
10709,40000,1986-02-02,1987-02-02
10710,78877,1995-07-09,1996-07-08
10711,41824,1991-06-21,1992-06-20
10712,40000,1994-08-18,1995-08-18
10713,70575,1986-04-26,1987-04-26
10714,48821,1999-11-24,2000-11-23
10715,42323,1999-10-28,2000-10-27
10716,44101,1987-08-12,1988-08-11
10717,57525,1991-09-13,1992-09-12
10718,75473,1988-07-21,1989-07-21
10719,40000,1995-09-05,1996-09-04
10720,45832,1996-06-26,1997-06-26
10721,40000,1999-07-15,2000-07-14
10722,70199,1989-01-17,1990-01-17
10723,40000,1997-07-14,1998-07-14
10724,42347,1995-12-07,1996-12-06
10725,79207,1990-09-08,1991-09-08
10726,46315,1992-02-25,1993-02-24
10727,58253,1991-01-08,1992-01-08
10728,40000,1989-12-09,1990-12-09
10729,40000,1986-04-20,1987-04-20
10730,62107,1996-05-14,1997-05-14
10731,77892,1987-02-20,1988-02-20
10732,40000,1994-12-21,1995-12-21
10733,48013,1996-02-20,1997-02-19
10734,47377,1995-12-19,1996-12-18
10735,40000,1985-10-29,1986-10-29
10736,40000,1991-09-26,1992-09-25
10737,73505,1999-06-22,2000-06-21
10738,53510,1991-04-30,1992-04-29
10739,40000,1985-03-30,1986-03-30
10740,62138,1996-04-30,1997-04-30
10741,50265,1989-01-06,1990-01-06
10742,67405,1997-04-03,1998-04-03
10743,77435,1999-11-05,2000-11-04
10744,89495,1985-12-29,1986-12-29
10745,40000,1988-01-23,1989-01-22
10746,40000,1990-08-31,1991-08-31
10747,51538,1990-10-08,1991-10-08
10748,54532,1990-08-14,1991-08-14
10749,60829,1985-09-26,1986-09-26
10750,40000,1998-11-06,1999-11-06
10751,50052,1999-12-14,2000-12-05
10752,40000,1993-05-28,1994-05-28
10753,59507,1985-05-17,1986-05-17
10754,61081,1988-01-11,1989-01-10
10755,40000,1995-04-01,1996-03-31
10756,40000,1997-10-07,1998-10-07
10757,49134,1986-01-06,1987-01-06
10758,54186,1999-07-01,2000-06-30
10759,40000,1991-12-04,1992-12-03
10760,40000,1997-08-22,1998-08-22
10761,49974,1992-05-30,1993-05-30
10762,52172,1992-01-21,1993-01-20
10763,70160,1987-02-23,1988-02-23
10764,70720,1989-11-27,1990-11-27
10765,54339,1994-05-07,1994-05-11
10766,40000,1999-09-18,2000-09-17
10767,40651,1997-07-15,1998-07-15
10768,65717,1985-07-04,1986-07-04
10769,70229,1991-08-30,1992-08-29
10770,63401,1987-12-25,1988-12-24
10771,42658,1996-04-01,1997-04-01
10772,40000,1990-02-22,1991-02-22
10773,40000,1997-02-09,1997-11-29
10774,47119,1990-01-26,1991-01-26
10775,43898,1994-12-30,1995-12-30
10776,58145,1986-03-16,1987-03-16
10777,40000,1990-03-17,1991-03-17
10778,64996,1986-07-04,1987-07-04
10779,47332,1988-01-11,1989-01-10
10780,43654,1994-08-01,1995-08-01
10781,40000,1991-02-04,1992-02-04
10782,40000,1997-07-06,1998-07-06
10783,40000,1994-05-15,1995-05-15
10784,43003,1998-10-14,1999-10-14
10785,46165,1994-11-11,1995-11-11
10786,40000,1997-06-06,1998-06-06
10787,51707,1991-07-19,1992-07-18
10788,54887,1998-05-29,1999-05-29
10789,40000,1998-01-26,1999-01-26
10790,62801,1999-03-02,2000-03-01
10791,40000,1988-07-30,1989-07-30
10792,63324,1985-08-10,1986-08-10
10793,40000,1990-09-18,1991-09-18
10794,43485,1994-05-24,1995-05-24
10795,84206,1993-05-03,1994-05-03
10796,41785,1990-11-08,1991-11-08
10797,41005,1988-08-21,1989-08-21
10798,48210,1996-09-21,1997-09-21
10799,50539,1989-03-01,1990-03-01
10800,40000,1993-05-20,1994-05-20
10801,67302,1998-04-07,1999-04-07
10802,40000,1985-08-24,1986-08-24
10803,54260,1988-04-20,1989-04-20
10804,40000,1997-06-09,1998-06-09
10805,48778,1987-05-26,1988-05-25
10806,63146,1993-04-25,1994-04-25
10807,60203,1999-10-19,2000-10-18
10808,40000,1987-03-07,1988-03-06
10809,40485,1988-02-25,1989-02-24
10810,56062,1994-09-07,1995-09-07
10811,40000,1997-07-08,1998-07-08
10812,49418,1996-09-20,1997-09-20
10813,53246,1990-04-27,1991-04-27
10814,59378,1993-07-17,1994-07-17
10815,40000,1994-04-19,1995-04-19
10816,50240,1991-05-22,1992-05-21
10817,54602,1990-12-26,1991-12-26
10818,40000,1998-04-09,1999-04-09
10819,54631,1986-08-02,1987-08-02
10820,62182,1992-06-26,1993-06-26
10821,40000,1988-10-06,1989-10-06
10822,40110,1986-01-11,1987-01-11
10823,40000,1999-08-19,2000-08-18
10824,48813,1995-08-01,1996-07-31
10825,62199,1993-12-04,1994-12-04
10826,59506,1993-01-22,1994-01-22
10827,58322,1996-11-07,1997-11-07
10828,56559,1986-02-14,1987-02-14
10829,40000,1993-07-21,1993-11-29
10830,47420,1991-08-24,1992-08-23
10831,82330,1998-02-22,1999-02-22
10832,69585,1986-10-11,1987-10-11
10833,40000,1998-12-23,1999-12-23
10834,53869,1990-11-24,1991-11-24
10835,40000,1995-08-22,1996-08-21
10836,65502,1987-08-10,1988-08-09
10837,80879,1986-01-14,1987-01-14
10838,54762,1994-04-26,1995-04-26
10839,47625,1996-12-30,1997-12-30
10840,40000,1993-06-04,1994-06-04
10841,40000,1992-01-22,1993-01-21
10842,50760,1986-07-14,1987-07-14
10843,40000,1990-04-26,1991-04-26
10844,40000,1997-04-25,1998-04-25
10845,71307,1997-01-25,1998-01-25
10846,40000,1995-01-17,1996-01-17
10847,40000,1986-07-25,1987-07-25
10848,50475,1985-04-20,1986-04-20
10849,66065,1995-06-25,1996-06-24
10850,64525,1990-04-22,1991-04-22
10851,46644,1994-11-21,1995-11-21
10852,68153,1999-08-21,2000-08-20
10853,53029,1993-05-03,1994-05-03
10854,40000,1998-07-13,1999-07-13
10855,40000,1993-03-29,1994-03-29
10856,42965,1986-12-31,1987-12-31
10857,61549,1990-04-04,1991-04-03
10858,47847,1997-01-01,1998-01-01
10859,65600,1996-05-21,1997-05-21
10860,40000,1998-01-22,1999-01-22
10861,40000,1989-06-10,1990-06-10
10862,81455,1985-07-23,1986-07-23
10863,47486,1985-12-25,1986-12-25
10864,63243,1986-09-25,1987-09-25
10865,76287,1993-05-29,1993-09-19
10866,52131,1990-12-27,1991-12-27
10867,40000,1997-03-23,1998-03-23
10868,54496,1990-03-20,1991-03-20
10869,40000,1997-09-04,1998-09-04
10870,57493,1988-01-13,1989-01-12
10871,40000,1999-06-16,2000-06-15
10872,40000,1990-09-06,1991-09-06
10873,65835,1994-03-23,1995-03-23
10874,56071,1986-04-22,1987-04-22
10875,40000,1988-05-19,1989-05-19
10876,61389,1995-01-29,1996-01-29
10877,52537,1986-06-06,1987-06-06
10878,72102,1997-04-25,1998-04-25
10879,65651,1985-08-15,1986-08-15
10880,42551,1992-01-11,1993-01-10
10881,40000,1997-02-18,1998-02-18
10882,40000,1999-04-29,2000-04-28
10883,40000,1996-12-28,1997-12-28
10884,41750,1993-04-15,1994-04-15
10885,78613,1991-08-19,1992-08-18
10886,40000,1995-03-26,1996-03-25
10887,69570,1989-03-17,1990-03-17
10888,44183,1987-06-28,1988-06-27
10889,61892,1987-08-11,1988-08-10
10890,67703,1990-03-10,1991-03-10
10891,40000,1995-10-06,1996-10-05
10892,40000,1990-04-11,1991-04-11
10893,79803,1989-08-23,1990-08-23
10894,56923,1995-12-05,1996-12-04
10895,67103,1986-04-26,1987-04-13
10896,40000,1997-11-27,1998-11-27
10897,92925,1986-04-09,1987-04-09
10898,57590,1993-01-08,1994-01-08
10899,51956,1990-04-05,1991-04-04
10900,50054,1995-09-07,1996-09-06
10901,46600,1998-08-05,1999-08-05
10902,44359,1990-06-11,1990-09-25
10903,48377,1989-02-14,1990-02-14
10904,54328,1993-04-16,1994-04-16
10905,40000,1985-02-28,1986-02-28
10906,66204,1998-10-18,1999-10-18
10907,40000,1988-12-25,1989-12-25
10908,40000,1986-04-05,1987-04-05
10909,80935,1993-12-26,1994-12-26
10910,40000,1989-09-02,1990-09-02
10911,78637,1988-06-25,1989-06-25
10912,45665,1986-04-23,1987-04-23
10913,62428,1998-10-25,1999-10-25
10914,55565,1998-03-24,1998-09-01
10915,70564,1999-10-28,2000-10-27
10916,47842,1998-03-12,1999-03-12
10917,75182,1993-01-30,1994-01-30
10918,59521,1990-01-29,1990-10-10
10919,88498,1999-10-30,2000-10-29
10920,40000,1992-02-24,1993-02-23
10921,72601,1986-07-27,1987-07-27
10922,51997,1996-02-02,1997-02-01
10923,51933,1990-04-09,1991-04-09
10924,84783,1988-08-14,1989-08-14
10925,40000,1991-06-11,1992-06-10
10926,43219,1990-04-30,1991-04-30
10927,51819,1986-09-12,1987-09-12
10928,40000,1991-04-07,1992-04-06
10929,40000,1991-04-15,1992-04-14
10930,53785,1991-11-22,1992-11-21
10931,63662,1992-06-14,1993-06-14
10932,40000,1994-09-09,1995-09-09
10933,40000,1993-08-02,1994-08-02
10934,48342,1995-09-17,1996-09-16
10935,52007,1994-10-17,1995-10-17
10936,40000,1990-05-09,1991-05-09
10937,40000,1988-06-16,1989-06-16
10938,68677,1985-09-24,1986-09-24
10939,44203,1997-12-11,1998-12-11
10940,74987,1997-06-30,1998-06-30
10941,41721,1993-08-22,1994-08-22
10942,40000,1996-01-21,1997-01-20
10943,45890,1993-05-22,1994-05-22
10944,42872,1995-09-07,1996-09-06
10945,48633,1993-04-04,1994-04-04
10946,59531,1996-10-26,1997-10-26
10947,43068,1995-11-16,1996-11-15
10948,47252,1996-09-30,1997-06-23
10949,58253,1990-06-29,1991-06-29
10950,40000,1996-06-08,1997-06-08
10951,40000,1989-07-06,1990-07-06
10952,40000,1986-07-22,1987-07-22
10953,60970,1987-02-12,1988-02-12
10954,40000,1995-12-14,1996-12-13
10955,97936,1986-09-27,1987-09-27
10956,40000,1995-12-02,1996-12-01
10957,50675,1990-10-01,1991-10-01
10958,56563,1988-11-27,1989-11-27
10959,76685,1994-03-01,1995-03-01
10960,60491,1995-07-07,1996-07-06
10961,72047,1993-11-04,1994-11-04
10962,77274,1986-12-16,1987-12-16
10963,43878,1988-01-14,1989-01-13
10964,70157,1991-05-05,1992-05-04
10965,61654,1986-07-29,1987-07-29
10966,70464,1997-02-05,1998-02-05
10967,40000,1993-08-01,1994-08-01
10968,71593,1985-08-11,1986-08-11
10969,40000,1994-05-12,1995-05-12
10970,40000,1995-11-14,1996-11-13
10971,52453,1991-07-30,1992-07-29
10972,40000,1987-06-06,1988-06-05
10973,54616,1989-03-05,1990-03-05
10974,56005,1999-05-17,2000-05-16
10975,40000,1992-03-30,1993-03-30
10976,40000,1998-10-31,1999-10-31
10977,40000,1987-08-10,1987-10-01
10978,48115,1985-05-18,1986-05-18
10979,55955,1986-01-27,1987-01-27
10980,57614,1989-01-04,1990-01-04
10981,80674,1992-07-07,1993-07-07
10982,46503,1989-11-11,1990-11-11
10983,44062,1988-02-22,1989-02-21
10984,46645,1988-07-09,1989-07-09
10985,40000,1999-02-11,1999-03-10
10986,43900,1985-10-11,1986-10-11
10987,46108,1997-05-21,1998-05-21
10988,54174,1985-06-19,1986-06-19
10989,46406,1985-07-20,1986-07-20
10990,40000,1990-08-06,1991-08-06
10991,55946,1999-07-13,2000-07-12
10992,74318,1997-04-27,1998-04-27
10993,40000,1992-05-29,1993-05-29
10994,41471,1987-06-29,1988-06-28
10995,40000,1997-07-19,1998-07-19
10996,43564,1990-02-07,1991-02-07
10997,40000,2000-01-04,2001-01-03
10998,62861,1996-08-07,1997-08-07
10999,55946,1996-03-05,1997-03-05
11000,54654,1996-01-28,1997-01-27
11001,47199,1987-02-23,1988-02-23
11002,49909,1998-11-21,1999-11-21
11003,40000,1987-05-24,1988-05-23
11004,40226,1992-01-19,1993-01-18
11005,41901,1989-07-27,1990-07-27
11006,63287,1989-08-02,1990-08-02
11007,40000,1996-10-15,1997-10-15
11008,65018,1992-08-25,1993-08-25
11009,75111,1986-09-09,1987-09-09
11010,77160,1986-12-18,1987-12-18
11011,58931,1991-06-10,1992-06-09
11012,72092,1996-07-06,1997-07-06
11013,72427,1999-12-03,2000-12-02
11014,56447,1994-08-23,1995-08-23
11015,57076,1998-03-14,1999-03-14
11016,56498,1988-08-10,1989-08-10
11017,40000,1996-07-08,1997-07-08
11018,75379,1992-01-26,1993-01-25
11019,69387,1992-05-24,1993-05-24
11020,46493,1988-03-25,1989-03-25
11021,62670,1998-02-02,1999-02-02
11022,85058,1993-02-02,1994-02-02
11023,46292,1990-06-12,1991-06-12
11024,85419,1995-04-05,1996-04-03
11025,40000,1998-09-07,1999-09-07
11026,54590,1991-11-08,1992-11-07
11027,40000,1986-05-07,1987-05-07
11028,41111,1986-06-18,1987-06-18
11029,90110,1992-12-27,1993-12-27
11030,49948,1988-05-09,1988-07-08
11031,71654,1985-10-24,1986-10-24
11032,40000,1994-06-06,1995-06-06
11033,57239,1991-03-14,1992-03-13
11034,40000,1993-01-01,1994-01-01
11035,62108,1998-07-26,1999-07-26
11036,49051,1988-10-24,1989-10-24
11037,40000,1988-01-28,1989-01-27
11038,44993,1985-07-15,1986-07-15
11039,40000,1993-07-10,1994-07-10
11040,53648,1988-01-22,1989-01-21
11041,55068,1995-01-24,1996-01-24
11042,40000,1993-06-21,1994-06-21
11043,40000,1993-06-25,1994-06-25
11044,43441,1994-10-19,1995-10-19
11045,40000,1985-08-09,1986-08-09
11046,68001,1994-01-21,1995-01-21
11047,40000,1995-08-14,1996-08-13
11048,65697,1999-05-27,2000-05-26
11049,64700,1995-05-12,1996-05-11
11050,52251,1986-05-06,1987-05-06
11051,40000,1991-03-27,1992-03-26
11052,40000,1988-11-11,1989-11-11
11053,50489,1995-10-29,1996-10-27
11054,40000,1986-07-18,1987-07-18
11055,70811,1998-03-08,1999-03-08
11056,79354,1997-07-01,1998-07-01
11057,66650,1996-07-12,1997-07-12
11058,40000,1985-06-07,1986-06-07
11059,58271,1986-11-17,1987-11-17
11060,57435,1991-05-03,1991-09-27
11061,81257,1993-02-19,1994-02-19
11062,42053,1990-10-18,1991-10-18
11063,40000,1996-01-09,1997-01-08
11064,48411,1990-02-28,1991-02-28
11065,40000,1985-11-14,1986-11-14
11066,53496,1996-04-30,1997-04-30
11067,40000,1992-02-23,1993-02-22
11068,40000,1989-06-29,1990-06-29
11069,65760,1990-01-10,1990-09-23
11070,40000,1985-07-24,1986-07-24
11071,40000,1992-05-23,1993-05-23
11072,40000,1994-08-04,1995-08-04
11073,80125,1992-10-22,1993-10-22
11074,44035,1995-06-15,1996-06-14
11075,76877,1998-05-06,1999-05-06
11076,47480,1999-09-17,2000-09-16
11077,42983,1998-04-30,1998-10-11
11078,52797,1994-06-05,1995-06-05
11079,46239,1994-05-26,1995-05-26
11080,48328,1988-07-04,1989-07-04
11081,65686,1985-06-17,1986-06-17
11082,41586,1998-05-10,1999-05-10
11083,90972,1992-10-04,1993-10-04
11084,52121,1990-05-31,1991-05-31
11085,66437,1996-02-10,1997-02-09
11086,53234,1996-01-19,1997-01-18
11087,78081,1998-03-18,1999-03-18
11088,40000,1993-04-09,1994-04-09
11089,41004,1994-08-13,1995-08-13
11090,42025,1987-05-01,1988-04-30
11091,76253,1999-09-11,2000-09-10
11092,78588,1999-04-05,2000-04-04
11093,40000,1992-03-27,1993-03-27
11094,40000,1992-07-25,1993-07-25
11095,40000,1997-02-14,1998-02-14
11096,62132,1994-06-08,1995-06-08
11097,60027,1989-01-28,1990-01-28
11098,40000,1997-01-08,1998-01-08
11099,81756,1985-12-31,1986-12-31
11100,40000,1986-10-13,1987-10-13
11101,40000,1999-05-30,2000-05-29
11102,68721,1996-10-25,1997-10-25
11103,60761,1989-03-15,1990-03-15
11104,40000,1993-09-20,1994-09-20
11105,59803,1990-01-13,1991-01-13
11106,71446,1985-08-31,1986-08-31
11107,71066,1999-09-09,2000-09-08
11108,40000,1992-06-12,1993-06-12
11109,40000,1985-03-29,1986-03-29
11110,43063,1987-11-14,1988-11-13
11111,49777,1994-12-25,1995-12-25
11112,40000,1995-04-28,1996-04-27
11113,66401,1985-11-30,1986-11-30
11114,42370,1993-02-13,1994-02-13
11115,45364,1999-01-13,2000-01-13
11116,40000,1992-10-23,1993-10-23
11117,65945,1994-08-22,1995-08-22
11118,44310,1992-11-10,1993-11-10
11119,40000,1994-06-21,1995-06-21
11120,79352,1988-01-22,1989-01-21
11121,40000,1992-10-31,1993-10-31
11122,54157,1995-10-15,1996-10-14
11123,77539,1988-03-28,1989-03-28
11124,66045,1990-04-16,1991-04-16
11125,45360,1995-08-10,1996-08-09
11126,40000,1992-02-25,1993-02-24
11127,40000,1996-06-14,1997-06-14
11128,49544,1988-10-04,1989-10-04
11129,44204,1994-08-24,1995-08-24
11130,43172,1997-02-17,1998-02-17
11131,60792,1999-07-14,1999-08-01
11132,40000,1994-08-30,1995-08-30
11133,40000,1994-03-06,1995-03-06
11134,58731,1993-05-19,1994-05-19
11135,40000,1991-10-22,1992-10-21
11136,54770,1990-12-06,1991-12-06
11137,40000,1995-03-16,1996-03-15
11138,43154,1996-05-20,1997-05-20
11139,63596,1990-05-11,1991-05-11
11140,40000,1998-05-06,1999-05-06
11141,40000,1993-02-12,1994-02-12
11142,40000,1993-11-04,1994-11-04
11143,63264,1996-05-09,1997-05-09
11144,56144,1996-07-19,1997-07-19
11145,50480,1999-04-23,1999-05-24
11146,96019,1991-08-22,1992-08-21
11147,40000,1997-12-04,1998-12-04
11148,56344,1990-02-08,1991-02-08
11149,99680,1987-08-26,1988-08-25
11150,79045,1989-05-01,1990-05-01
11151,40000,1987-06-16,1988-06-15
11152,62169,1997-07-17,1998-07-17
11153,40000,1997-06-17,1998-06-17
11154,40000,1997-05-18,1998-05-18
11155,85737,1997-05-08,1998-05-08
11156,42448,1995-09-07,1996-09-06
11157,50629,1985-03-30,1986-03-30
11158,40000,1996-04-20,1997-04-20
11159,55943,1992-05-12,1993-05-12
11160,40000,1987-05-07,1988-05-06
11161,42700,1988-05-31,1989-05-31
11162,69873,1985-03-28,1986-03-28
11163,64988,1993-02-24,1994-02-24
11164,62630,1987-06-29,1988-06-28
11165,41030,1995-04-30,1996-04-29
11166,50996,1998-01-30,1999-01-30
11167,41462,1990-01-10,1991-01-10
11168,72944,1996-07-15,1997-07-15
11169,47680,1987-02-22,1988-02-22
11170,44531,1990-06-20,1991-06-20
11171,40000,1992-10-04,1993-10-04
11172,73262,1989-06-06,1990-06-06
11173,46609,1998-05-21,1999-05-21
11174,45806,1999-06-07,2000-06-06
11175,40000,1996-11-29,1997-11-29
11176,58670,1985-06-15,1986-06-15
11177,40000,1999-09-11,2000-09-10
11178,55571,1985-05-27,1986-05-27
11179,40069,1994-06-02,1995-06-02
11180,40000,1986-06-11,1987-06-11
11181,40000,1997-11-03,1998-11-03
11182,63677,1987-08-31,1988-08-30
11183,40000,1990-12-28,1991-12-28
11184,40000,1985-04-27,1986-04-27
11185,40000,1995-01-26,1996-01-26
11186,40000,1994-12-10,1995-12-10
11187,49530,1990-07-18,1991-07-18
11188,69516,1987-04-23,1988-04-22
11189,71798,1991-09-07,1992-09-06
11190,59220,1992-03-06,1993-03-06
11191,41001,1991-12-14,1992-12-13
11192,40000,1998-04-07,1999-04-07
11193,45258,1998-01-28,1999-01-28
11194,68149,1987-10-25,1988-10-24
11195,52089,1991-06-13,1992-06-12
11196,44671,1992-11-17,1993-11-17
11197,88741,1989-09-12,1990-09-12
11198,51071,1988-02-07,1989-02-06
11199,40000,1989-05-02,1990-05-02
11200,65008,1995-04-08,1996-04-06
11201,49454,1995-10-31,1996-10-30
11202,40000,1996-02-26,1997-02-25
11203,68049,1988-01-06,1989-01-05
11204,40000,1985-09-18,1986-09-18
11205,82102,1995-11-09,1996-11-08
11206,68802,1993-05-07,1994-05-07
11207,49728,1999-01-31,2000-01-31
11208,83660,1994-11-17,1995-11-17
11209,40000,1999-04-25,2000-04-24
11210,40000,1989-08-25,1990-08-25
11211,72668,1985-09-17,1986-09-17
11212,66041,1985-10-16,1986-10-16
11213,40000,1999-02-04,2000-02-04
11214,78975,1992-05-07,1993-05-07
11215,70468,1992-10-17,1993-10-17
11216,63757,1999-05-03,2000-05-02
11217,40000,1990-03-11,1991-03-11
11218,40000,1994-04-06,1995-04-06
11219,40000,1991-01-08,1992-01-08
11220,40000,1995-10-27,1996-10-26
11221,47184,1989-08-22,1990-08-22
11222,73559,1998-04-03,1999-04-03
11223,56878,1987-07-26,1988-07-25
11224,40000,1988-05-01,1989-05-01
11225,40000,1996-10-17,1997-10-17
11226,67366,1989-05-09,1990-05-09
11227,40000,1985-03-08,1986-03-08
11228,45862,1993-04-15,1994-04-15
11229,48214,1991-07-26,1992-07-25
11230,54402,1999-04-20,1999-11-01
11231,40000,1988-04-07,1989-04-07
11232,43863,1994-08-02,1995-08-02
11233,46070,1991-12-14,1992-12-13
11234,60412,1990-08-21,1991-08-21
11235,40000,1998-11-09,1999-11-09
11236,56204,1995-03-23,1996-03-22
11237,102547,1986-03-30,1987-03-30
11238,40000,1988-09-24,1989-09-24
11239,83636,1987-09-08,1988-09-07
11240,61739,1989-01-06,1990-01-06
11241,55964,1999-01-27,2000-01-27
11242,51852,1995-05-07,1996-05-06
11243,47598,2000-01-20,2001-01-19
11244,40000,1985-06-08,1986-06-08
11245,77791,1994-11-25,1995-11-25
11246,40000,1996-05-25,1997-05-25
11247,40000,1993-10-11,1994-10-11
11248,67711,1997-02-03,1998-02-03
11249,43324,1986-09-22,1987-09-22
11250,63572,1994-07-08,1995-07-08
11251,69432,1986-06-15,1987-06-15
11252,40000,1992-07-31,1993-07-31
11253,40000,1992-05-22,1993-05-22
11254,50562,1998-12-19,1999-12-19
11255,40000,1997-01-07,1998-01-07
11256,67685,1986-09-25,1987-09-25
11257,62901,1990-07-13,1991-07-13
11258,40000,1991-03-28,1992-03-27
11259,91628,1986-12-26,1987-12-26
11260,40000,1996-05-16,1997-05-16
11261,58175,1987-12-06,1988-12-05
11262,57033,1994-04-30,1995-04-30
11263,48695,1989-08-15,1990-08-15
11264,65827,1986-10-09,1987-10-09
11265,40000,1990-02-27,1991-02-27
11266,40000,1997-05-12,1998-05-12
11267,65990,1996-04-09,1997-04-09
11268,40000,1987-10-25,1988-10-24
11269,71092,1997-05-30,1998-05-30
11270,40000,1989-09-04,1990-09-04
11271,59015,1987-01-16,1988-01-16
11272,89679,1998-11-25,1999-11-25
11273,40000,1987-10-07,1988-10-06
11274,40000,1999-12-13,2000-12-12
11275,58382,1989-04-25,1990-04-25
11276,40000,1988-03-12,1989-03-12
11277,52519,1995-07-19,1996-07-18
11278,40000,1986-04-22,1987-04-22
11279,40000,1991-02-05,1992-02-05
11280,67177,1989-08-07,1990-08-07
11281,40000,1988-02-03,1989-02-02
11282,76282,1997-06-09,1998-06-09
11283,56439,1987-06-30,1988-06-29
11284,40000,1985-04-25,1986-04-25
11285,50426,1999-11-23,2000-11-22
11286,75397,1988-02-16,1989-02-15
11287,64454,1987-08-12,1988-08-11
11288,60782,1997-06-03,1997-09-28
11289,40000,1989-02-22,1990-02-22
11290,65034,1999-05-13,2000-05-12
11291,54307,1985-10-20,1986-10-20
11292,40000,1989-02-11,1990-02-11
11293,63418,1992-08-08,1993-08-08
11294,43768,1989-06-13,1990-06-13
11295,66622,1985-05-15,1986-05-15
11296,40000,1989-09-26,1990-09-26
11297,40000,1991-02-16,1991-02-22
11298,77952,1992-02-04,1993-02-03
11299,40000,1989-11-24,1990-11-24
11300,44380,1992-09-10,1993-09-10
11301,40000,1989-05-23,1990-05-23
11302,52934,1991-07-01,1992-06-30
11303,49413,1986-11-05,1987-11-05
11304,62295,1991-09-10,1992-09-09
11305,43393,1990-01-16,1991-01-16
11306,79215,1996-11-20,1997-11-20
11307,64887,1995-04-30,1996-04-29
11308,44014,1988-05-31,1989-05-31
11309,40000,1999-01-26,2000-01-26
11310,79768,1995-10-02,1996-10-01
11311,56393,1994-12-15,1995-12-15
11312,49130,1994-01-23,1995-01-23
11313,55301,1986-02-28,1987-02-28
11314,40000,1990-04-10,1991-04-10
11315,84316,2000-01-18,2001-01-17
11316,40000,1997-07-18,1998-07-18
11317,40000,1995-09-08,1996-09-07
11318,69853,1986-01-25,1987-01-25
11319,40000,1998-11-01,1999-11-01
11320,45118,1990-04-06,1991-04-05
11321,40783,1996-04-05,1997-04-05
11322,43021,1985-07-07,1986-07-07
11323,40000,1995-02-13,1996-02-13
